PerchType5,PerchH5,Water5,Crops5,CropType5,Water11,Crops11,CropType11,Wire100,WoodyPerches100,NonnatPerches100,Ditches100,DitchWavg100,GrassWavg100,GrassHavg100,Wire250,WoodyPerches250,NonnatPerches250,Ditches250,DitchWavg250,GrassWavg250,GrassHavg250
stubble,0.4,0,1,corn,0,1,corn,220,0,4,1,0.2,2,0.1,520,3,30,2,1.35,2,0.1
stubble,0.4,0,1,rice,0,1,rice,220,0,7,0,0,0,0,520,0,7,0,0,0,0
stubble,0.46,0,1,cotton,0,1,cotton,220,10,7,1,3,1,0.05,520,17,7,1,3,1,0.05
stubble,0.5,1,1,rice,1,1,rice,270,51,16,1,9,2,0.05,520,101,30,1,9,2,0.05
anthropogenic,1,0,0,none,0,0,none,220,35,10,4,2.875,1.083333333,0.1,520,101,101,4,2.875,1.083333333,0.1
anthropogenic,2,0,0,none,0,0,none,200,5,41,2,3.55,3.9,0.6,520,95,49,4,4.675,0,0
natural,3,1,0,none,1,0,none,240,15,10,1,2,5,0.1,520,15,10,3,2.333333333,3.666666667,0.233333333
anthropogenic,4,0,1,rice,0,1,rice,0,0,28,0,0,0,0,520,34,43,2,3.55,3.9,0.6
natural,4,1,0,none,1,0,none,220,23,10,2,7.5,16.5,0.175,520,31,24,2,7.5,16.5,0.175
anthropogenic,6,0,0,none,0,1,fallow,220,51,51,0,0,0,0,520,101,101,0,0,0,0
wire,6,1,1,rice,1,1,rice,220,5,7,2,4.35,5.25,0.255,520,32,7,2,4.35,4.366666667,0.253333333
wire,8,0,1,fallow,0,1,fallow,200,0,2,0,0,2,0.2,520,0,10,0,0,2,0.2
wire,8,0,1,rice,0,1,rice,200,3,6,3,2.233333333,5.566666667,0.266666667,520,6,14,3,2.233333333,5.566666667,0.266666667
anthropogenic,9,0,0,none,0,0,none,220,0,7,0,0,0,0,520,0,7,0,0,0,0
natural,14,0,0,none,0,1,rice,210,51,0,2,1.55,6.3,0.09,520,101,3,2,1.55,6.3,0.09
natural,15,0,0,none,0,0,none,220,12,7,2,4.25,4.466666667,0.386666667,520,37,7,2,4.25,4.466666667,0.393333333
natural,19.5,0,0,none,0,0,none,220,10,20,2,2.5,2.5,0.1,520,10,20,2,2.5,2.5,0.1
anthropogenic,20,0,1,rice,0,1,rice,200,5,41,2,3.55,3.9,0.6,520,95,49,4,4.675,7.325,0.4125
natural,22,0,1,corn,0,1,corn,220,2,1,1,1,2,0,520,2,1,1,1,2,0
natural,0.1,0,1,cotton,0,1,cotton,140,0,9,1,1.8,20,0.25,530,5,22,3,1.766666667,15,0.25
stubble,0.1,0,1,soy,0,1,soy,240,12,20,2,3,2,0.15,540,12,25,2,3,2,0.15
stubble,0.12,0,1,cotton,0,1,cotton,240,15,20,3,1.833333333,3,0.233333333,540,15,20,3,1.833333333,3,0.233333333
stubble,0.2,0,1,cotton,0,1,cotton,240,0,2,2,2,4,0.1,540,0,3,3,1.833333333,3,0.233333333
stubble,0.3,0,1,cotton,0,1,cotton,0,0,0,0,0,0,0,540,40,16,2,4.125,6,0.25
anthropogenic,1.4,0,1,soy,0,1,soy,240,14,14,1,2.5,1.75,0.2,540,14,15,1,2.25,1.75,0.2
wire,7.5,0,0,none,0,1,cotton,240,0,5,3,1.833333333,3,0.233333333,540,4,7,3,1.833333333,3,0.233333333
natural,10,0,1,soy,0,1,soy,240,12,20,2,3,2,0.15,540,12,25,2,3,2,0.15
stubble,0.34,0,1,cotton,1,1,cotton,200,0,1,1,2.5,0,0,550,0,3,1,2.5,0,0
stubble,0.5,0,1,cotton,0,1,cotton,200,0,2,2,1.25,1,0.075,550,0,3,2,1.25,1,0.075
anthropogenic,0.5,1,1,rice,1,1,rice,200,3,12,0,0,0,0,550,40,32,3,1.433333333,3.433333333,0.233333333
anthropogenic,1.5,0,1,rice,0,1,rice,250,41,51,2,2,0.75,0.1,550,61,101,2,2,0.75,0.1
wire,6,0,1,fallow,0,1,fallow,200,0,8,2,1.775,5,0.25,550,5,24,3,1.766666667,11.5,0.25
wire,9,1,1,soy,1,1,soy,250,41,51,2,2,0.75,0.1,550,61,101,2,2,0.75,0.1
natural,4,0,0,none,0,0,none,180,10,4,0,0,16,0.2,560,19,19,0,0,16,0.2
stubble,0.5,0,1,corn,0,1,corn,180,0,3,1,1.75,1.5,0.5,570,101,24,3,1.416666667,1.75,0.5
stubble,0.1,0,1,fallow,0,1,fallow,220,0,4,0,0,16,0.2,580,0,18,0,0,16,0.2
anthropogenic,0.5,1,1,rice,1,1,rice,200,0,2,2,1.65,2.4,0.26,580,101,36,2,1.65,1.65,0.135
natural,1,1,0,none,1,1,corn,380,2,2,3,3.166666667,3.233333333,0.683333333,580,12,101,3,3.166666667,3.233333333,0.683333333
wire,7.25,0,1,fallow,0,1,fallow,280,6,4,0,0,2,0.2,580,15,14,0,0,2,0.2
wire,11.5,1,1,rice,1,1,rice,285,0,17,2,2.375,20,0.25,585,44,26,2,2.375,20,0.25
stubble,0.2,0,1,soy,0,1,soy,0,0,1,0,0,0,0,590,101,26,1,0.8,3.4,0.6
wire,5.6,0,1,cotton,0,1,cotton,190,0,4,2,1.775,5,0.25,590,5,23,3,1.766666667,11.5,0.25
natural,12,0,0,none,0,0,none,290,8,101,3,1.1,1.8,0.19,590,14,101,3,1.1,1.8,0.19
stubble,0.05,1,1,rice,1,1,rice,312,0,6,1,2.475,4.666666667,0.2,598,2,10,2,2.566666667,3.75,0.275
stubble,0.1,0,1,cotton,0,1,cotton,200,0,5,2,2.5,1,0.01,600,42,35,2,2.5,1,0.01
stubble,0.15,0,1,soy,0,1,soy,220,8,10,2,3.25,0.625,0.125,600,75,101,4,3,1.0625,0.125
stubble,0.2,0,1,corn,0,1,corn,0,0,0,0,0,0,0,600,25,19,2,1.5,3.5,0.3
stubble,0.2,0,1,cotton,0,1,cotton,200,2,1,2,3.25,2.1,0.3,600,27,21,2,3.25,2.1,0.3
stubble,0.25,0,1,soy,0,1,soy,80,7,0,3,5.066666667,6.366666667,0.416666667,600,42,3,3,5.066666667,6.366666667,0.416666667
stubble,0.3,0,1,cotton,0,1,cotton,280,0,6,4,1.75,2.5,0.1,600,0,7,4,1.75,2.5,0.1
stubble,0.3,0,1,cotton,0,1,cotton,200,0,0,0,0,0,0,600,0,4,0,0,0,0
stubble,0.5,1,1,cotton,1,1,cotton,300,13,15,1,4.5,3,0.1,600,29,101,2,3,3,0.1
natural,1,0,1,rice,0,1,rice,0,0,0,0,0,0,0,600,9,10,4,1.85,4.65,0.3125
anthropogenic,2,0,1,fallow,0,1,fallow,200,2,13,2,0.75,6,0.5,600,101,20,3,2.5,3.833333333,0.3
anthropogenic,2.06,1,1,rice,1,1,rice,300,2,5,2,1.25,1.65,0.1,600,90,40,2,1.5,1.85,0.13
anthropogenic,3,0,0,none,0,1,rice,200,5,18,3,4.333333333,5.333333333,0.05,600,8,23,4,3.875,4.125,0.04
anthropogenic,4.5,0,0,none,0,0,none,200,10,51,2,8.5,2.5,0.125,600,70,101,2,8.5,2.5,0.125
wire,6,1,1,corn,1,1,corn,200,20,2,3,3.333333333,1.666666667,0.266666667,600,60,12,3,3.333333333,1.666666667,0.266666667
wire,9,0,1,cotton,0,1,cotton,300,2,0,2,4.25,3.5,0.15,600,20,6,4,3.625,2.375,0.175
wire,9.75,0,1,soy,0,1,soy,80,45,4,0,0,0,0,600,101,4,1,0.8,5,0.3
wire,10,0,0,none,1,0,none,300,20,1,3,4.333333333,2,0.266666667,600,30,2,3,4.333333333,2,0.266666667
natural,20.75,0,0,none,0,1,rice,200,3,0,2,4.15,4.55,0.235,600,7,3,4,2.95,3.625,0.1925
stubble,0.15,0,1,rice,0,1,rice,0,0,6,2,2.5,4,0.253333333,610,8,22,3,2.5,3.666666667,0.203333333
natural,0.3,0,1,rice,0,1,rice,285,0,7,2,3.325,3.75,0.05,610,0,10,2,3.325,3.75,0.05
natural,2.5,0,1,corn,0,1,corn,0,51,0,1,3,8,0.6,610,101,25,3,1.916666667,4.066666667,0.55
wire,4.5,1,1,rice,1,1,rice,310,8,101,3,0.875,1.8,0.19,610,8,101,3,1.1,1.8,0.19
natural,0.73,0,1,rice,1,1,rice,160,33,0,2,3.5,5.25,0.375,615,52,3,4,5.025,7.175,0.3875
natural,8,1,0,none,1,0,none,100,51,1,3,3.75,4.333333333,0.433333333,616,101,9,3,3.75,4.333333333,0.433333333
stubble,0.1,0,1,soy,0,1,soy,125,51,4,2,7,30,0.25,620,55,4,3,5.083333333,17.5,0.25
stubble,0.2,0,1,soy,0,1,soy,0,0,0,0,0,0,0,620,58,20,1,0.8,3.4,0.6
natural,6,0,1,fallow,0,1,fallow,320,6,20,2,1.5,30,0.2,620,15,26,2,1.5,30,0.2
wire,7,0,1,fallow,0,1,fallow,240,7,6,2,1.7,3.25,0.325,620,55,6,2,1.7,3.25,0.325
natural,10,0,1,rice,0,1,rice,200,0,7,2,1.5,29,0.175,620,101,60,2,1.5,29,0.175
anthropogenic,1.85,0,1,soy,0,1,soy,180,51,1,3,11,4.833333333,0.583333333,630,101,20,3,11,5.5,0.625
wire,2,0,1,soy,0,1,soy,150,6,5,0,0,0,0,630,40,30,1,2.3,5.6,0.3
wire,7,0,0,none,0,0,none,150,6,5,0,0,0,0,630,40,30,1,2.3,5.6,0.3
stubble,0.25,0,1,soy,1,1,soy,180,51,1,3,10.83333333,4.833333333,0.583333333,640,101,20,3,10.83333333,4.833333333,0.583333333
stubble,0.5,0,1,rice,0,1,rice,185,2,0,2,4.5,3.3,0.19,640,12,3,5,5.54,4.9,0.24
natural,1.2,0,1,fallow,1,1,fallow,200,2,3,2,1.275,1.75,0.325,640,101,13,2,1.25,1.75,0.325
wire,6.6,0,1,rice,0,1,rice,200,2,2,2,1.625,2.5,0.5,640,9,15,4,1.75,2.5,0.5
stubble,0.25,1,1,rice,1,1,rice,200,2,2,2,1.75,6,0.5,650,15,10,4,4.375,7.5,1
stubble,0.3,0,1,rice,0,1,rice,130,0,0,2,4.15,4.55,0.235,650,0,0,3,2.933333333,3.7,0.196666667
natural,0.43,0,1,soy,1,1,soy,0,0,0,0,0,0,0,650,2,2,4,2.825,3.45,0.1875
wire,6.5,0,0,none,1,0,none,150,51,13,0,0,0,0,650,101,19,2,1,2,0.1
wire,7.25,0,1,soy,0,1,soy,100,0,4,2,4.125,30,0.25,650,55,20,3,5.083333333,17.5,0.25
wire,9.5,0,1,soy,0,1,soy,350,3,7,2,1,2.5,0.1,650,101,19,2,1,2,0.1
stubble,0.1,0,1,rice,0,1,rice,0,0,0,0,0,0,0,660,50,3,4,5.025,7.175,0.3875
stubble,0.4,0,1,rice,0,1,rice,0,0,0,0,0,0,0,660,7,4,4,3.725,5,0.925
natural,0.05,0,1,rice,0,1,rice,160,7,5,3,4.75,3.25,0.5,680,14,8,3,4.75,3.5,0.35
stubble,0.2,0,1,soy,0,1,soy,0,40,0,1,6.9,16.3,0.2,680,101,8,2,5.8,10.75,0.225
natural,0.38,1,1,rice,1,1,rice,85,0,0,2,2.1,2.85,0.25,680,50,16,4,2.275,2.575,0.3
natural,0.75,0,1,soy,0,1,soy,220,7,4,1,2.25,3,0.2,680,13,10,3,2.25,4,0.383333333
wire,6,0,1,soy,0,1,soy,240,0,4,3,2.333333333,7,0.35,680,45,14,3,2.333333333,7,0.35
wire,6.6,1,0,none,1,1,rice,200,0,2,2,3.325,3,0.05,685,0,10,2,3.325,3,0.05
natural,5,0,0,none,0,0,none,180,51,2,1,3.25,5,0.5,690,101,6,1,3.25,5,0.5
wire,6.75,0,1,soy,0,1,soy,200,0,1,1,1.5,1,0.3,690,55,15,3,2.333333333,7,0.35
stubble,0.05,0,1,soy,0,1,soy,180,0,2,2,1.625,1.75,0.5,700,7,30,2,1.625,1.75,0.5
stubble,0.19,0,1,corn,0,1,corn,300,0,8,2,2,1.75,0.2,700,3,6,2,2,1.75,0.2
anthropogenic,1.2,1,0,none,1,1,fallow,250,1,9,3,4.333333333,5.333333333,0.05,700,7,25,4,3.875,4.125,0.04
anthropogenic,2,0,0,fallow,0,0,fallow,240,0,4,0,0,0,0,700,101,5,1,0.8,5,0.3
natural,3.5,1,0,none,1,0,none,180,51,2,2,5.125,6,0.2,700,101,13,2,5.125,6,0.15
wire,10,1,1,corn,1,1,corn,300,0,8,2,2,1.75,0.2,700,3,16,2,2,1.75,0.2
wire,11,1,1,soy,1,1,soy,200,7,6,2,3.25,6,0.075,700,12,12,2,3.25,6,0.075
wire,12,0,1,soy,0,1,soy,200,6,0,2,1,2.35,0.2,700,35,1,3,1.266666667,2.633333333,0.3
natural,15,0,1,cotton,0,1,cotton,300,1,2,2,2.6,3.4,0.2,700,101,5,4,6.9,3.65,0.5
stubble,0.15,0,1,soy,0,1,soy,180,0,2,2,2.625,0.75,0.25,720,0,6,3,2.333333333,1.5,0.333333333
stubble,0.3,1,1,rice,1,1,rice,260,0,0,2,1.4,1.7,0.26,720,86,101,4,2.525,3.15,0.5175
stubble,0.4,0,1,rice,0,1,rice,270,3,4,2,2.3,4.85,0.475,720,6,6,2,2.3,4.85,0.475
natural,1,0,1,rice,0,1,rice,0,0,3,2,3.85,3.3,0.13,720,9,27,4,3,4.85,0.12
natural,6,1,1,rice,1,1,rice,200,47,0,2,3.5,5.25,0.375,720,52,3,4,5.025,7.175,0.3875
natural,9,0,0,none,0,1,soy,200,4,8,2,2.6,2,0.45,720,4,13,4,2.425,2.45,0.175
natural,16,0,0,none,0,0,none,290,51,47,4,4.05,7.8,0.325,720,101,50,4,4.05,7.8,0.325
stubble,0.12,0,1,cotton,0,1,cotton,200,0,2,4,2.3,1.825,0.3,730,1,2,4,2.3,1.825,0.3
stubble,0.1,0,1,rice,0,1,rice,300,9,4,3,3.166666667,6.666666667,0.666666667,740,35,9,4,4.375,7.5,0.625
stubble,0.2,0,1,cotton,0,1,cotton,200,5,12,1,1,1,0.1,740,13,101,1,1,1,0.1
stubble,0.4,0,1,cotton,0,1,cotton,0,0,0,0,0,0,0,740,26,20,3,2.6,3.333333333,0.216666667
stubble,0.6,0,1,rice,0,1,rice,350,7,5,3,4.75,3.5,0.35,740,12,8,3,4.75,3.5,0.35
stubble,0.05,0,1,rice,0,1,rice,120,0,2,1,1.8,1,0.5,750,1,9,4,2.2625,7.75,0.3
stubble,0.15,0,1,soy,0,1,soy,300,11,3,3,2,1.666666667,0.133333333,750,11,3,3,2,1.666666667,0.133333333
natural,2,0,1,rice,0,1,rice,290,5,4,2,1.5,3.5,0.5,750,5,15,2,1.5,3.5,0.5
natural,2,1,0,none,1,0,none,300,33,4,4,2.6875,7.9375,0.2875,750,33,7,4,2.6875,7.9375,0.2875
wire,5,0,1,soy,0,1,soy,300,6,5,3,2.25,4,0.383333333,750,12,10,3,2.25,4,0.383333333
natural,6,1,0,none,1,0,none,185,51,5,2,7,9,0.75,750,101,18,4,4.375,7.5,0.625
wire,6.5,0,1,soy,0,1,soy,300,2,15,4,3.875,4.125,0.04,750,2,19,4,3.875,4.125,0.04
wire,7,1,1,cotton,1,1,cotton,300,23,15,5,2.8,1,0.075,750,23,15,5,2.8,1,0.075
natural,10,0,1,rice,0,1,rice,300,2,15,4,3.875,4.125,0.04,750,3,20,4,3.875,4.125,0.04
wire,5,0,0,none,0,1,soy,300,3,7,4,1.225,5.975,0.3125,770,8,11,4,1.85,4.65,0.3125
wire,8,0,0,none,0,0,none,300,3,7,4,1.225,5.975,0.3125,770,8,11,4,1.85,4.65,0.3125
natural,0.5,0,1,rice,0,1,rice,275,12,0,3,5.2,6.433333333,0.416666667,780,3.8,0.6,2.5,1.35,7.175,0.3875
wire,9.5,0,0,fallow,0,0,fallow,280,0,4,0,0,0,0,780,101,5,1,0.8,5,0.3
stubble,0.5,0,1,rice,0,1,rice,0,0,1,4,4.15,3.65,0.14,800,8,25,4,4.15,3.65,0.14
natural,1,1,1,soy,1,1,soy,300,51,51,2,1.75,2,0.01,800,101,101,2,1.75,2,0.01
natural,4.5,0,0,none,0,0,none,200,4,2,3,2,2.666666667,0.5,800,15,14,4,1.75,2.75,0.5
natural,7,0,0,none,0,0,none,330,9,20,4,1.65,5.175,0.1825,800,10,28,4,1.65,5.175,0.1825
stubble,0.05,1,1,rice,1,1,rice,0,0,0,0,0,0,0,830,30,10,3,7.416666667,2.5,0.2
natural,14,0,1,cotton,0,1,cotton,390,2,2,1,0.8,5,0.3,850,101,4,1,0.8,5,0.3
natural,1.8,1,1,rice,1,1,rice,200,2,7,3,3.766666667,4.333333333,0.676666667,870,101,39,5,2.82,3.04,11.48
anthropogenic,14,0,1,soy,0,1,soy,208,51,20,2,2.35,2.9,0.205,870,101,23,4,1.875,2.3,0.2525
stubble,0.65,1,1,rice,1,1,rice,150,51,3,3,6.333333333,3.5,0.25,875,101,14,3,6.333333333,3.5,0.25
stubble,0.1,0,1,soy,0,1,soy,300,1,3,2,3.7,4.2,0.25,900,13,0.8,2.2,0.65,3.45,0.1875
natural,0.11,0,1,soy,0,1,soy,260,1,2,2,3.7,4.2,0.25,900,5,3,4,2.825,3.45,0.1875
stubble,0.4,0,1,cotton,0,1,cotton,180,11,6,4,2.15,2.7,0.2,900,6,24,4,2.15,2.7,0.2
natural,1,1,0,none,1,1,corn,400,0,2,2,3,1,0.1,900,30,3,2,3,1,0.1
stubble,0.5,0,1,rice,0,1,rice,640,0,3,2,1.55,6.3,0.09,915,72,26,4,3,4.85,0.12
wire,8,1,0,none,1,1,rice,270,36,41,2,2.3,4.85,0.425,920,101,50,4,4.05,7.8,0.325
anthropogenic,9,0,0,none,0,0,none,145,51,22,2,8.4,8.65,0.33,940,101,29,4,5.75,5.15,0.2475
natural,20,0,0,none,0,1,rice,280,40,4,1,0.8,5.35,0.26,940,92,6,2,6.9,8.4,0.37
stubble,0.2,0,1,rice,0,1,rice,350,4,0,3,3.033333333,3.4,0.176666667,950,7,3,4,2.825,3.45,0.1875
stubble,0.35,0,1,soy,0,1,soy,200,2,0,0,0,0,0,960,101,3,3,5.866666667,8.5,0.353333333
wire,3,0,1,rice,0,1,rice,200,0,4,2,5.125,2.5,0.35,960,101,14,3,7.416666667,2.5,0.35
wire,10,0,1,cotton,0,1,cotton,380,18,20,4,2.15,2.7,0.2,960,23,24,4,2.15,2.7,0.2
stubble,0.4,0,1,soy,0,1,soy,320,51,0,2,8.4,8.85,0.3,980,101,4,3,8.333333333,0,0
wire,13.4,1,1,soy,1,1,soy,380,3,6,2,1.5,6,0.3,988,20,9,2,1.5,6,0.3
stubble,0.15,0,1,cotton,0,1,cotton,400,26,20,5,2.7,1.666666667,0.15,1000,26,20,5,2.7,1.666666667,0.15
stubble,0.25,0,1,cotton,0,1,cotton,400,51,0,2,5,2,0.25,1000,101,15,3,5.666666667,2.666666667,0.3
stubble,0.3,0,1,cotton,0,1,cotton,400,15,11,3,2.333333333,3.666666667,0.233333333,1000,15,12,3,2.333333333,3.666666667,0.233333333
stubble,0.4,0,1,cotton,0,1,cotton,400,15,11,3,2.333333333,3.666666667,0.233333333,1000,15,12,3,2.333333333,3.666666667,0.233333333
stubble,0.4,0,1,cotton,0,1,cotton,400,18,13,2,1.5,3.5,0.3,1000,18,15,3,2,2.666666667,0.3
stubble,0.4,0,1,cotton,0,1,cotton,400,16,51,2,5,2,0.25,1000,101,101,1,5,2,0.25
stubble,0.5,0,1,cotton,0,1,cotton,400,15,11,3,2.333333333,3.666666667,0.233333333,1000,15,12,3,2.333333333,3.666666667,0.233333333
anthropogenic,3,0,0,none,0,0,none,400,15,11,3,2.333333333,3.666666667,0.233333333,1000,15,12,3,2.333333333,3.666666667,0.233333333
natural,3,1,0,none,1,0,none,190,48,2,2,5.8,10.75,0.225,1000,101,11,4,4.35,7.725,0.3375
natural,3,1,0,none,1,1,soy,200,17,10,1,7,3,0.2,1000,75,27,1,7,3,0.2
natural,3,1,1,rice,1,1,rice,400,2,2,3,8,1.5,0.03,1000,2,3,3,8,2,0.05
natural,3,1,0,none,1,1,rice,400,2,2,3,8,2,0.05,1000,2,3,3,8,2,0.05
wire,6,1,1,soy,1,1,soy,350,2,3,4,2.85,4.1,0.2675,1000,8,3,4,2.825,3.45,0.1875
natural,7,0,1,corn,0,1,corn,400,3,12,3,3,3.333333333,0.1,1000,3,20,4,2.625,2.875,0.15
wire,7.5,0,1,soy,0,1,soy,400,7,6,2,3.25,6,0.075,1000,12,12,2,3.25,6,0.075
anthropogenic,8,0,0,none,0,0,none,400,7,6,2,3.25,6,0.075,1000,12,12,2,3.25,6,0.075
natural,8,0,0,none,0,0,none,400,18,13,2,1.5,3.5,0.3,1000,18,15,3,2,2.666666667,0.3
wire,9,0,0,none,0,1,cotton,400,3,10,3,3,3.333333333,0.1,1000,3,18,4,2.625,2.875,0.15
wire,9.25,0,1,cotton,0,1,cotton,400,18,13,2,1.5,3.5,0.3,1000,18,15,3,2,2.666666667,0.3
natural,10,0,0,none,0,0,none,400,18,13,2,1.5,3.5,0.3,1000,18,15,3,2,2.666666667,0.3
wire,12,0,1,cotton,0,1,cotton,400,15,11,3,2.333333333,3.666666667,0.233333333,1000,15,12,3,2.333333333,3.666666667,0.233333333
natural,25,0,0,none,0,1,corn,400,3,12,3,3,3.333333333,0.1,1000,3,18,3,3,3.333333333,0.1
wire,14.5,1,1,rice,1,1,rice,418,6,7,2,1.5,6,0.3,1018,22,10,2,1.5,6,0.3
anthropogenic,2,0,0,none,0,0,none,260,20,14,3,2.933333333,3.933333333,0.516666667,1040,101,31,4,9.7,7.95,0.8125
stubble,0.35,0,1,soy,0,1,soy,120,33,0,1,0.8,5.35,0.26,1050,101,1,3,4.8,6.6,0.2975
stubble,0.3,0,1,rice,0,1,rice,160,51,20,2,1.4,1.7,0.3,1070,101,24,5,2.82,3.28,0.526
stubble,0.25,0,1,cotton,0,1,cotton,200,51,28,1,2.3,1.8,0.13,1210,65,37,4,3.575,2.25,0.11
wire,10,0,0,none,0,0,none,350,0,1,2,3,4.5,0.5,1240,101,30,4,3.5,3.25,0.2375
wire,14,0,0,none,0,0,none,450,51,10,2,4,2,0.08,1260,101,18,2,4,2,0.15
stubble,0.5,0,1,cotton,0,1,cotton,290,0,8,4,3.5,3.25,0.2375,1440,55,26,4,3.5,3.25,0.2375
natural,20,0,0,none,0,0,none,350,9,19,4,3,5,0.12,1600,10,25,4,3,4.85,0.12
stubble,0.28,0,1,soy,0,1,soy,120,6,1,2,1,1.375,0.15,2000,52,20,3,0.916666667,1.166666667,0.166666667
natural,0.8,1,1,corn,1,1,corn,50,0,0,1,3.5,2.5,0.2,0,0,0,1,3.5,2.5,0.2
anthropogenic,1.25,0,1,rice,0,1,rice,50,4,3,0,0,10,0.2,0,6,3,0,0,10,0.2
natural,2.25,1,1,rice,1,1,rice,0,1,0,1,5,0.5,0.01,0,1,0,1,5,0.5,0.01
natural,2.5,0,1,cotton,0,1,cotton,0,22,4,3,2.833333333,2.333333333,0.366666667,0,46,6,3,2.833333333,2.333333333,0.366666667
natural,2.5,1,0,none,1,1,cotton,0,22,4,3,2.833333333,2.333333333,0.366666667,0,46,6,3,2.833333333,2.333333333,0.366666667
wire,9,0,0,none,0,1,rice,0,2,2,1,8.7,8.8,0.7,0,6,2,2,7.7,10.05,0.75
natural,1.9,1,0,none,1,1,fallow,50,0,3,1,5,0.5,0.01,100,0,5,1,5,0.5,0.01
natural,2.5,1,0,none,1,1,rice,0,0,3,1,5,0.5,0.01,100,0,5,1,5,0.5,0.01
natural,0.75,1,0,none,1,1,soy,50,0,0,1,2,2,0.2,150,1,12,5,2.5,1.75,0.1025
natural,16,0,1,rice,0,1,rice,0,1,0,1,3,3,1.2,200,101,0,3,2.666666667,2.333333333,0.5
anthropogenic,1,0,1,fallow,0,1,fallow,150,2,10,2,2,2,0.1,250,2,10,2,2,2,0.1
anthropogenic,5,0,0,none,0,1,rice,100,15,28,0,0,0,0,250,45,32,1,2.3,5.6,0.3
natural,9.69,0,0,none,0,1,cotton,100,9,20,1,3,1,0.05,250,9,22,1,3,1,0.05
wire,12,0,0,none,0,0,none,100,15,28,0,0,0,0,250,45,32,1,2.3,5.6,0.3
anthropogenic,1,0,0,none,0,0,none,70,12,51,0,0,0,0,280,22,101,1,4.5,3,0.1
stubble,0.2,1,1,rice,1,1,rice,50,0,0,0,0,0,0,300,50,10,4,4.875,8,0.5
natural,0.8,1,1,corn,1,1,corn,170,0,0,1,3.5,2.5,0.2,300,0,0,1,3.5,2.5,0.2
natural,4,1,0,none,1,1,soy,0,51,0,1,18,3,1.1,300,101,3,3,8.1,2.666666667,0.46
anthropogenic,3.5,0,0,none,0,0,none,180,19,18,1,2.3,5.6,0.3,330,15,28,3,1.433333333,3.433333333,0.233333333
anthropogenic,4.5,1,0,none,1,0,none,180,19,18,1,2.3,5.6,0.3,330,15,28,3,1.433333333,3.433333333,0.233333333
wire,4.75,1,0,none,1,0,none,180,19,18,1,2.3,5.6,0.3,330,15,28,3,1.433333333,3.433333333,0.233333333
stubble,0.3,0,1,soy,0,1,soy,50,0,0,0,0,0,0,355,20,4,1,3.25,4,0.3
wire,9,1,0,none,1,0,none,360,5,6,4,1.75,2.75,0.5,360,5,6,4,1.2,2.75,0.5
stubble,0.7,0,1,cotton,0,1,cotton,50,0,3,0,0,0,0,400,4,5,2,3,3,0.1
natural,1,1,1,corn,1,1,corn,240,0,0,1,3.5,2.5,0.2,400,0,0,1,3.5,2.5,0.2
wire,3,1,0,none,1,1,rice,100,7,7,2,5,2.25,0.055,400,101,15,4,4.125,2.833333333,0.07
natural,5,0,0,none,1,1,rice,0,51,0,1,1,0,0,400,101,10,2,1,2,0.1
wire,5,1,0,none,1,1,rice,100,7,7,2,5,2.25,0.055,400,101,15,4,4.125,2.833333333,0.07
natural,2.15,1,1,soy,1,1,soy,180,30,5,2,1.275,1.75,0.325,430,101,12,2,1.275,1.75,0.325
natural,1,0,0,none,0,1,rice,310,2,9,1,1.25,25,0.25,450,5,21,1,1.25,25,0.25
anthropogenic,1.75,0,0,none,0,0,none,310,2,9,1,1.25,25,0.25,450,5,21,1,1.25,25,0.25
natural,2.7,1,1,soy,1,1,soy,10,51,0,1,10,5,1.3,450,16,3.8,1,10,5,1.3
stubble,0.3,0,1,rice,0,1,rice,50,14,0,1,6,10,0.5,470,101,10,1,6,10,0.5
natural,1.25,1,0,none,1,1,soy,50,3,3,3,6.083333333,5.333333333,0.5,470,3,8,3,6.083333333,5.333333333,0.5
natural,2.6,0,0,none,0,1,fallow,120,12,101,2,3.55,2.4,0.575,490,12,101,4,5.525,3.2,0.6125
stubble,0.3,0,1,soy,0,1,soy,250,0,0,2,3.5,1.75,0.15,500,6,0,2,3.5,1.75,0.15
stubble,0.5,0,1,cotton,0,1,cotton,150,0,7,1,3,4,0.1,500,3,18,3,3,3.333333333,0.1
anthropogenic,1,0,1,corn,0,1,corn,250,0,1,2,1.5,1.5,0.1,500,3,3,2,1.5,1.5,0.1
anthropogenic,1.2,0,1,rice,0,1,rice,250,0,7,1,1.5,0,0,500,1,10,1,1.5,0,0
anthropogenic,1.5,0,1,rice,0,1,rice,250,1,6,3,6.083333333,5.333333333,0.5,500,3,8,3,6.083333333,5.333333333,0.5
natural,1.5,0,0,none,0,1,fallow,250,15,10,1,2,4,0.1,500,101,101,1,2,4,0.1
natural,1.6,0,1,fallow,0,1,fallow,250,10,4,2,6,3,0.1,500,16,4,3,5,2.666666667,0.1
natural,1.75,1,0,none,1,0,none,250,3,3,2,5,3,0.25,500,6,6,2,5,3,0.25
natural,1.8,0,1,rice,0,1,rice,250,0,3,3,2.333333333,1.5,0.333333333,500,0,6,3,2.333333333,1.5,0.333333333
natural,1.8,1,1,soy,1,1,soy,250,3,5,3,3.166666667,1,0.34,500,6,11,3,3.166666667,1,0.023333333
